,Comment,toxic,severe_toxic,obscene,threat,insult,identity_hate,total_classes
1447,Tu bhi chaley ja jail me,0,0,0,0,1,0,1
1448,Phle daroga se toh bach jye 🤣🤣🤣,0,0,0,0,0,0,0
1449,Mein Sabse phele tera channel karwaunga,0,0,0,0,0,0,0
1450,Sadi karenge sex karenge jail jayenge phir sex karenge ,0,0,1,0,0,0,1
1451,Par mai to YouTube chala ra tha <br><br>Ye sex ki baatie kyo krri ho mere sath ,1,0,0,0,0,0,1
1452,Fir wo jail kaha reh gayi khana sone ko kamra thokne ko bistar mil rha hai fir jail  kaha rahi 🤣,1,0,0,0,0,0,1
1453,Agar aap aajai gai Tu jail b sahe,0,0,1,0,0,0,1
1454,Mai to sex in the gym karta hu bohot hot videos aati hai,1,0,1,0,0,0,2
1455,"Gadi start start, Gadi start kar",0,0,0,0,0,0,0
1456,Bc Camera lage honge room me or poora staff dekhega ,1,0,0,0,0,0,1
1457,Tumhe apni girl friend banaonga,0,0,0,0,0,0,0
1458,Tera number do,0,0,0,0,0,0,0
1459,itna pyar se bollo ge to paka nahi jayu ga jail.,0,0,0,0,0,0,0
1460,Kuch kado ya nahi karo apko gf banayuga,0,0,0,0,0,0,0
1461,sutro ke hawale pta chla h ki jailor sahab ne x&amp;ideoes pe account bnalia,0,0,1,0,0,1,2
1462,Dhanda karo toh bada karo bhagwant mann paji warna mat karo ,0,0,0,0,0,0,0
1463,"Tum itni understanding ho, 2 mahine ke liye Mera gf banogi to understanding k &quot;U&quot; se v dar jaogi ...",1,0,0,0,0,0,1
1464,Hamare sanvidhan mein pahle se hi rulaya tum bahot late ho,0,0,0,0,0,0,0
1465,Tu mili to sex or nahi mili toh jail,0,0,1,0,0,0,1
1466,Mujhe toh yeh samajh mein nahi aaya  ki jail punishment ke liye jaate hai ya quality time spend karne ke liye ??? ,0,0,0,0,0,0,0
1467,Pta h,0,0,0,0,0,0,0
1468,"Bhenchod fir jail hai hi kyu saala resort banao, .......",1,0,0,0,0,0,1
1469,Abhi tak nhi mla,0,0,0,0,0,0,0
1470,Ab toh mai jaa rha jail wahi best rahega,1,0,0,0,0,0,1
1471,Jail ko randikhana bana denge kya,0,0,1,0,0,1,2
1472,Shkl achi ni h to bate to achi kr,0,0,0,0,0,0,0
1473,Jail ja reha hu ma tohh ,0,0,0,0,0,0,0
1474,Tumhare sath karungi,0,0,1,0,0,0,1
1475,M too chla jail,0,0,0,0,0,0,0
1476,sex karke jail jaunga ,1,0,1,0,0,0,2
1477,Tum ni rukne wali. Ham sbko tumhari videos se mtlb ni. N fake sex knowledge hame ni dekhni. Pta ni tum bar bar q ajati ho. Koi axi video banao. Jisse knowledge mile.,0,0,0,0,1,1,2
1478,jail mae kya hota ha kuch b nai,0,0,0,0,0,0,0
1479,hum aapko leke jail mein s*x karege,0,0,1,0,0,0,1
1480,Maja nahin aayega is kutiya ke sath. ,0,1,1,0,1,0,3
1481,Tumhara papa vedio dekhe ga to kesa feel hoga ,0,0,0,0,0,0,0
1482,Tumlog sex shikha de rahi hu ya po*n shiksha,1,0,1,0,0,0,2
1483,Arrey dimag khraab hai kya mai punjab se hi hu yha esa koi rule nhi bna,0,0,0,0,0,0,0
1484,Chalo panjab,0,0,0,0,0,0,0
1485,yeh kiya dekh liya mene subha subha ,0,0,0,0,0,0,0
1486,Hame Lga ki Russian provide Kijaegiii,0,0,0,0,0,0,0
1487,"Tu apni maa , bhn provide kr de na",0,1,1,1,0,0,3
1488,Sex siksha ke bgr sab kuch hota hai ,0,0,0,0,0,0,0
1489,Ab unki bhi videos leak hongi ,1,0,0,0,0,0,1
1490,"ic aurat ko itna shoqq ha <b>**</b> krwany ka , ye har prisoner ki bv ban jaey gi",1,0,0,0,0,0,1
1491,Punjab government also make porn video of prisoners with their wife and will upload on xvideos to make revenue.,0,1,1,0,0,0,2
1492,Aap b kbi aao na haweli pe.. Jada sexsiksha deti ho.. Jara mujhe b dena personal,0,1,0,0,0,0,1
1493,Ek baar Hn bolo tumhare kahi bhi chal jaye ge,0,0,0,0,0,0,0
1494,asy larkiya search karti hain larke category se search karte hai big boobs milf bbw booty etc,0,1,1,0,1,0,3
1495,Sex Karenge pehle ,0,0,1,0,0,0,1
1496,Tumhare liye jail bhi jana pasand karunga ,0,0,0,0,0,0,0
1497,me to apse milunga aage dekh lenege kya krna he ,0,1,1,0,1,0,3
1498,Sex Krna h ‍‍,0,0,1,0,0,0,1
1499,Oyo loss ma jane walee ha,0,0,0,0,0,0,0
1500,Jailora ko moka mila ha porn dekhna ka live 🤣🤣🤣🤣,1,0,1,0,0,0,2
1501,Ye kaisa video dekh liya maine biology ka teacher ho kya aap,0,0,0,0,0,0,0
1502,Aap ladkiyo ka intiative bohut acha hai aur sath hi hat&#39;s off to your guts to talk about sex education being young girls but please ek cheez ho sake toh zarur kare ise thoda kam dramatic banaye log samjhne ki jagah maje jyada lene lag jaate in baato ka aur jo aapka real maksad hai sabko educate karne ka wo side mein reh jaata fir but overall great work keep it up,0,0,0,0,0,0,0
1503,Didi ap kitne baar sex kiye ho 🤔,0,0,1,0,0,0,1
1504,Me in punjab <br>Areee bc ya kab huya ba <br>,0,0,0,0,0,0,0
1505,Mai to sirf apke sath quality time spend karna chahta hu ,1,0,0,0,0,0,1
1506,hame to hamara patahe ke hamto single hi marne vale he fir chahe jel jaye ya is duniya me rahe 🤣🤣🤣🤣🤣,0,0,0,0,0,0,0
1507,waise suicide karne pr Bach janne se jail bhej dete hai na Pra!!!,0,0,0,0,0,1,1
1508,aap karlo na mere sath,0,0,1,0,0,0,1
1509,aap dona aap dona🤣,1,0,1,0,0,0,2
1510,Tere chud pahfuda ga,0,1,1,1,0,0,3
1511,Ye kiss Tarak ka sex shiksha channel hai ,0,0,0,0,0,0,0
1512,Aur camera laga k fir porn hub me upload kr denge,0,0,1,0,0,0,1
1513,Sister tm kaha thi ab Tak yaar kuch saal pehle ate sab logo ko Gyan mil jata well thnkss for the fact 🤭 love from northeast,0,0,0,0,0,0,0
1514,Boys search deshi bhabhi... Smjhi,1,0,0,0,0,0,1
1515,Nahi hum porn nahi dekh te sirf tum ko dekh te hai ok,0,1,1,0,0,0,2
1516,Kuch nahi ham single hi marenge ,0,0,0,0,0,0,0
1517,Ye sirf sex sex ka hi vdo banate rahti hai,0,1,0,0,1,0,2
1518,App chali sat ma  just joking vaise chal Na Ho to chalo,0,0,0,0,0,0,0
1519,Kis kis ko juta marne ka mn hota hai eska video dekh k,0,0,0,0,1,0,1
1520,maam fap is good or not masturbation is good or not plz maam till me,0,0,0,0,0,0,0
1521,Mucha sex Kar na ha <br>Jail Ka name Kya ha,0,1,0,0,0,0,1
1522,Tumhe bda PTA h ..tumne Kiya h ,0,0,0,0,0,0,0
1523,Fuddi Marna bahut jaruri hie,0,1,1,0,0,0,2
1524,aap ka koi boyfriend he ki ni,0,0,0,0,0,0,0
1525,ghar mee toh family russian allow nahi karega abbb booking karke delivery jail kee adress pee karunga jaaa rahahu jaile pai,1,0,0,0,0,0,1
1526,Tuma la k jao gay,0,0,0,0,0,0,0
1527,Is khabar ka kuch time baad news ayegi police walo na kiya blackmail prisoners ko ,0,0,0,0,0,0,0
1528,Bc sali tum log bigar rahi ho sali,0,1,0,0,0,0,1
1529,Delhi walle to karke jail jaate hain ,0,0,0,0,0,0,0
1530,Chabi kaha hai ,0,0,0,0,0,0,0
1531,Tum chalo jail me dono sath karenge ,0,0,0,0,0,0,0
1532,aja shiksha baby,0,0,0,0,0,0,0
1533,Punjab jail be like ye koi ran*i khana hai kya?,0,1,1,0,0,0,2
1534,Hama kuch ni karna ya sab gandgi hai,1,0,0,0,0,0,1
1535,chalo jail,0,0,0,0,0,0,0
1536,Muja lagta h didi mera phone ki history checker h mana b yahi search kera tha 🤧,0,1,0,0,0,0,1
1537,Abh jiss party ka founder and chief khud Mia Khalifa ko follow kare toh ye sab karne me kya badi baat hai bhala ,1,0,0,0,0,0,1
1538,sb jail chale gaye to shorts pr ungaliya kaun chalayega,0,0,0,0,0,0,0
1539,Sex ke liye jail toh banta hai,0,1,1,0,1,0,3
1540,wah,0,0,0,0,0,0,0
1541,Tujhe chod ke kese chala jau,0,0,1,0,0,0,1
1542,Camera na lagale ye kahi,0,0,0,0,0,0,0
1543,Are...... To Fir Jail ka Saja ka Kya Matlab Criminals maje se Crime karke Jail jayenge aur waha bhi maje me rahenge. Aur Couple criminal rahe fir to.......,0,0,0,0,0,0,0
1544,Jailer be like - Dalal bana diya bc,0,1,0,0,0,0,1
1545,Jan mari jaan,0,0,0,0,0,0,0
1546,Biki - aiyashi or hawas kam rakhe,0,1,0,0,0,0,1
1547,Theek hai mai jail jawongha tum awoge kya wahan,0,1,0,0,0,0,1
1548,Bada accha bolti ho yrr,0,0,0,0,0,0,0
1549,Shaddi karunga,0,0,0,0,0,0,0
1550,Police ab bhadwagiri krygi legally  since i am an advocate ye bc law kab aaya,1,0,0,0,0,0,1
1551,apke sath toh jail bhi chla jaunga m toh ,0,0,0,0,0,0,0
1552,Jail jane se phle tum to palenge,0,1,0,0,0,0,1
1553,Ab jail jane ka bada man kar raha hai,0,0,0,0,0,0,0
1554,Tumko ye sb kaise pta hai  tum bhi bahut krti ho kya search?,0,0,0,0,0,0,0
1555,Prison ke to nhi lekin jailor sahaab ke maje ho jye ge,0,0,0,0,0,0,0
1556,Ky pgl jaisi baate kar rhi hu,1,0,0,0,0,0,1
1557,yhghv,0,0,0,0,0,0,0
1558,"Free ka khana milega, rehna milega Aur abb too sex vhi  abb saree ke saree nalle berojgar logg jail jaayenge aisa facilities mile too ",1,0,0,0,0,0,1
1559,Chudai or Sex me kya Antar h?,0,0,1,0,1,0,2
1560,Tum dogi to ...phle sex karenge...,0,1,1,0,1,0,3
1561,Mai ek college girl hu. ..jab mard Kai mahino baad choodhta hai toh janwar ki tarha mazaa deyta hai. Ye toh Ghar say bhi accha hai,0,1,1,0,0,0,2
1562,Phle teri maarunga phr jaunga,0,0,1,0,0,0,1
1563,"Kya jarurat hai ye sab ki, prisoners hai vo, koi bada kaam karke nahi aye hai",0,0,0,0,0,0,0
1564,Chalo jail,0,0,0,0,0,0,0
1565,"Didi, sex ke alava aur kuch nahi aata kya",1,0,0,0,0,0,1
1566,Ketna sex kro ge ray baba kuch to shram kro,1,0,0,0,0,0,1
1567,Abe hmko kyon recommend kar rha iska channel.<br>Htao isko <br>jake apne mummy papa ko kyon ni btati ye.,0,0,0,0,0,0,0
1568,"Chup kar bewkuf, koi dusra topic nahi hei tere pass bewkuf ladki",1,0,0,0,0,0,1
1569,Jail jaane ki kya jaroorat hai tumhare sath sex kar lenge,0,0,0,0,0,0,0
1570,zyada intrest i kya,0,0,0,0,0,0,0
1571,jitne b videos i pure sex ke bare me i,1,0,0,0,0,0,1
1572,Ye kitni awesome hai yaarI love you,0,0,0,0,0,0,0
1573,Oh ja prava avein da kuch nhi h tu yr avein na pump dyi chal sab nu ,0,0,0,0,0,0,0
1574,Asharam khud ko punjab jaip me shift krwa rha h,0,0,0,0,0,0,0
1575,Hn apke sath chalenge jel,0,0,1,0,0,0,1
1576,Yah sahi hai,0,0,0,0,0,0,0
1577,Kal Jake bhi maza karre ab,0,0,0,0,0,0,0
1578,Ye ashleel baatein mat karo achche content banao ,1,0,0,0,0,0,1
1579,Chalo hum dono mille chori karte he then jail and then ,0,0,0,0,0,0,0
1580,aap single ho kya,0,0,0,0,0,0,0
1581,Malum hai chalhut,0,0,0,0,0,0,0
1582,Sex,0,0,0,0,0,0,0
1583,i mean chle mt jana yr was the spoiler of the vedio 🤣,0,0,0,0,0,0,0
1584,Bramcharya sarbopari,0,0,0,0,0,0,0
1585,Agar shadi ke baad honeymoon main koyi bhadha lagayega toh use adha karke is jail main personal interview dunga,0,0,0,0,0,0,0
1586,"Haan ji  sab countries me criminals ko je jyada importance dete hai ye human rights, court aur govts",0,0,0,0,0,0,0
1587,Isko ye sab kaise pata hota hain din bhar yahi karti ho kya ......................didi,0,0,0,0,0,0,0
1588,Yeh kaise saza hue,0,0,0,0,0,0,0
1589,Tum too dotti kolll rahi oo yar ladko ka,0,0,0,0,0,0,0
1590,Agli bar kejriwal sarkar,0,0,0,0,0,0,0
1591,Tum bohot sundar 🥰🥰🥰🥰🥰,0,0,0,0,0,0,0
1592,Brahmachary jai shree ram ,0,0,0,0,0,0,0
1593,Mujhe toh Jana padega,0,0,0,0,0,0,0
1594,baba ji ka thullu 🤪🤪🤪 jiska bohni nahi hua O like dhoko re,0,0,0,0,0,0,0
1595,Tumhre sath jail jana chaunga,1,0,1,0,0,0,2
1596,Tum chalejao pornme tumhe bahut intrest hai,0,0,1,0,0,0,1
1597,Apple sattth xxx,1,0,1,0,0,0,2
1598,fir saja ka matlab hi kya rahega...,0,0,0,0,0,0,0
1599,Single prisoner from Bagal wala room ,0,0,0,0,0,0,0
1600,Tum bhe bhot KHOOBSIRAT ho ,0,0,0,0,0,0,0
1601,Etna gyan deti ho usse acha ga*d hi de do,1,0,1,0,0,0,2
1602,Me already jail ja chuka hu ek admi ko pitke,0,0,0,0,0,0,0
1603,1 sal ke kat ke aye sala pta hota to ISI jail me jate yrrr.merrut jail me to sala jina gram ho gya,0,0,0,0,0,0,0
1604,"Paisa kamane k liye achaa topic liya hai tune, channel name se views badh jayege",0,0,0,0,0,0,0
1605,are papa ki pari aapko jaana hai kya jai. apne partner ke saath,0,0,0,0,0,0,0
1606,Bhas Tumare liye  video dekhtha hun<br>Bhaad mein jaye topic,0,0,0,0,0,0,0
1607,Aur jo domestic violence ke case mai jail gaya?,0,0,0,1,0,1,2
1608,Lakin meri shadi nhi huwi so sala hmare liye to j rule hai hi nhi,1,0,0,0,0,0,1
1609,Mai already jaip main hoon mam so sex hi cahiya pechle 5 month se jail mai hoo,0,0,0,0,0,0,0
1610,Mai chala crime karne,0,0,0,0,0,0,0
1611,Yea to pahele kabbhi search nahe keya tha 🤔<br>Karna chaye tha keya!!,0,1,0,0,0,0,1
1612,Mujhe tumse love ho gya h ,0,0,0,0,0,0,0
1613,App ko sex ka bada Gyan hai kya baat ,0,0,1,0,0,0,1
1614,Mera sapna apke sath ,1,0,1,0,0,0,2
1615,Camera bhi laga denge,0,0,0,0,0,0,0
1616,really darlings ? kaise mane,0,1,1,0,0,0,2
1617,apka sat kar langa,0,0,0,0,0,0,0
1618,Gyan bad me dena mehle sex kaha milega wo batao,0,0,1,0,0,0,1
1619,Yeh bhi theek hai,0,0,0,0,0,0,0
1620,hum bajrangi k bhakt h hum akele hi acche h kyoki celebacy me jo mjja h wo kisi me nhi hum to life me phle ram ka naaam japenge aur sher ki tarah akeke hi dahadenge apni life me,0,0,0,0,0,0,0
1621,Kux bhi bak rhi h yr,1,0,0,0,0,0,1
1622,Mujhe apkewsath karna hai,0,0,0,0,0,0,0
1623,"Kya tum porn dekhti ho ,tumhe itna sab kaise bata",0,1,0,0,0,0,1
1624,daddy ji padhai vaste  jail jana jaruri hunda si ,0,0,1,0,0,0,1
1625,Bas camere naa lagade performance dekhne ke liy ,0,0,0,1,0,0,1
1626,Teri soch bas sex tak hi hai kya kitni hawas bhar rakhi hai tere andar,0,1,0,0,0,0,1
1627,Agar sajaa se kisko darr nhi lagega toh kya ghanta kamka kanoon.. Aiise toh aur crimes badhenge,0,0,1,0,0,0,1
1628,Apka no milega...,1,0,0,0,0,0,1
1629,Sex krne ke liye jail jaana prega.<br><br><br><br><br>The more you read this more it get darker.,0,0,0,0,0,0,0
1630,Be Brambhachari,0,1,0,0,0,0,1
1631,Mre life me toh sex se phle jail aagya,0,1,0,0,0,0,1
1632,Jail ab rajmahal ban gaya hain,0,0,0,0,0,0,0
1633,Jail mei Oyo ,1,0,1,0,0,0,2
1634,Tum ne kabhi sex kiya hai?,0,0,0,0,0,0,0
1635,Jhooth hai,0,1,0,0,0,0,1
1636,Tum kehti ho to jail nai jaye gein Lekin jaa bhi Sakta for stealing your heart,0,0,1,0,0,0,1
1637,MMS ki alag se duniya banegi ab,0,0,0,0,0,0,0
1638,Agli baar fir aam aadmi party ki sarkaar.....<br>Saala naam kafi bada hai,1,0,0,0,0,0,1
1639,Jail chale Gaye toh apko views kon dega,1,0,0,0,0,0,1
1640,main to ajj hi jaunga gadi Ka key kahin gum ho Gaya hai,0,0,0,0,0,0,0
1641,Aapke sath,0,0,1,0,0,0,1
1642,"Nibba nibbi like : <br>Oyo ke paise nhi the to Park mein kiss krte hue police ne dekh lia tha..,<br>Ab jail le jaa rahi hai quality time spend krwane",1,0,0,0,0,0,1
1643,Aap na bhot jade galte sex education deti ho apki 60% fake education nikali hai aapki kafi di gyi information Google pr dekhi toh esa kuch nhi tha so logo ko chutiya bana band krho,1,0,0,0,0,0,1
1644,Jail mei jaake kya hi hota hoga. Agar ek aam insaan ki tarah reh paye toh koi darega hi nahi,1,1,0,0,0,0,2
1645,Video ka live stream to Kejri ke paas hoga ,0,0,0,0,0,0,0
1646,Punjab ki sarkar sach me aam logo ke bare me sochti hai ,0,0,0,0,0,0,0
1647,Kyonki unhe ke log andar jane wale hn.. apne logon ke liye itna to karegi he!!!,0,1,0,0,0,0,1
1648,Main jail ki nhi ghost and lady ki video dekhta hn,0,0,1,0,0,0,1
1649,Sex in the jail bhi koi search karta hai,0,0,0,0,0,0,0
1650,Wo log camera toh jarur hi lgayenge,1,0,0,0,0,0,1
1651,Bas tum proposal accept karlo .....<br>Saath mei jail ,0,0,0,0,0,0,0
1652,Ab toh jail hi Jana padega,0,1,0,0,0,0,1
1653,Abe kon sx in the jail search karega ,0,0,0,0,0,0,0
1654,tumhare sath sex karke jail jaunga,0,0,1,0,0,0,1
1655,Tumhare samne karenge,0,1,0,0,0,0,1
1656,Mujhe tumhare saath quality time spend karna hai 🤣🤣🤤🤤...<br>Ishq karna hai tumse 🤣🤣🤩🤩🤩🤩,1,0,0,0,0,0,1
1657,pehle me shadi karungi ,0,0,0,0,0,0,0
1658,Teri lelege,0,1,1,0,0,0,2
1659,"Ara asa mat bola kro tumhara videos ke chalte mere ghar wle muj par sak krna lge hai shorts video hai randomly thumara videos scroll kerta kerta aa jata hai or ek dam se he bde sudh sabd ka istemaal karte hai ap log jese sex, masterbation ,std ,sigrpatan asa mat bolo yar",0,0,1,0,0,0,1
1660,Arii BC jail ko Oyo bana diya🤣🤣🤣,0,1,1,0,0,0,2
1661,Baad me mlm hoga ke mms baan gaye jail me,0,1,1,0,0,0,2
1662,Aam admi party ko kuch jyada hi fikr ho rhi hai criminals ki,0,0,0,0,0,0,0
1663,Kitni osam he yr ye,0,1,0,0,0,0,1
1664,Oyo Ka fee Bach Jaya ga.,0,0,0,0,0,0,0
1665,Yeh saza hume bhi katni h,0,0,1,0,0,0,1
1666,"Mms ban sakta Hai starting me, and koi sunne wala bhi nai hoga.",0,1,0,0,0,0,1
1667,Vese tou Mila nahi kya pta jail me hi mil jye sxx,0,1,1,0,0,0,2
1668,Sex in jail ooooo yessss ,0,0,1,0,0,0,1
1669,Agar mei chala gya toh tumhe aana hoga yaar jail ,0,0,0,0,0,0,0
1670,Teri le k jail jane ka dil hai,0,0,1,0,0,0,1
1671,Oyo lite,0,0,0,0,0,0,0
1672,Sex k liye ni balki apna wans age badane ko y kiya gya hai,0,1,0,1,0,0,2
1673,Aap free ho to btao,0,0,0,0,0,0,0
1674,Baby app itna clear le social media pa yaa sab kasa bol leta ho,0,1,0,0,0,0,1
1675,Agar patnar sarkar provide kare tho main jail jane ko tayar hun..,0,0,0,0,0,0,0
1676,Sex karege,0,1,1,0,0,0,2
1677,Sidha sidha bol raha hoon main single hoon,0,1,0,0,0,0,1
1678,Punjab pe kya chutiyapa ho raha hain in brasta chariyo ko goli maro,0,1,0,0,0,0,1
1679,Loioooove u siiya,0,0,1,1,0,0,2
1680,Jh@ntey na ch@chi batein uchi uchi,0,0,0,1,1,0,2
1681,Jail to jakar aa bhe gya ab ni jaaana,0,0,1,1,0,0,2
1682,Hilane ke liye milega kya private room + VR box ?? ,0,0,1,0,0,0,1
1683,Tu single hi marega ,0,0,0,0,0,0,0
1684,Kbi bina porn ki example diye directly kuch bta diya kro,0,0,0,0,0,0,0
1685,Ladki Bhi Provide Krane Lagenge Kuch time baad,0,1,1,0,0,0,2
1686,Abhi to Punjab mai ja kr banda marna padega phir poolse ayegi poolse,0,0,0,1,0,0,1
1687,Chlo jail ,0,0,1,1,0,0,2
1688,Jail me kaidiyonko zyada hing khilathe hai khane me tha ki kaidiyonko sx mood na aa jaye...,0,0,0,0,0,0,0
1689,Jail authorities personal room mein camera laga denge ,0,1,0,0,0,0,1
1690,Bahut se log sex karne ke baad jail jaayenge ,0,0,0,0,0,0,0
1691,Humko toh koi khabar nhi hamare state mein ye sabb bhi chalra hai ,0,0,1,0,0,0,1
1692,Sabhi singles ke liye jail me Russian ka intezam hona chahiye ,0,0,0,1,0,0,1
1693,Tu apni maa bhn ko bhej de singles ke liye,0,0,1,0,1,0,2
1694,"Nhi tu apni maa , bhn ko bhej de singles ke pass",0,1,1,0,0,0,2
1695,Bhai kitni pyaari hai iski eyes,0,0,0,1,1,0,2
1696,Hum singles k jail me jaake kare to kare kya bole to bloe ky,0,0,0,1,0,0,1
1697,Sex karte hoe pakde jane bad jail,0,0,1,0,0,0,1
1698,Aisa hai to mai chal🤡a jail ,0,0,0,1,0,0,1
1699,Akele kediyo ke liye quality muth ki bhi suvidha ki jaye alag kamre me,0,0,1,0,1,0,2
1700,Single he bhai hat se kam chalyenge<br>Vese tu kese karti ho ,0,0,1,1,0,0,2
1701,Hn ye bhi krlo ,0,0,1,0,0,0,1
1702,Sex girl ,0,0,1,0,0,0,1
1703,Ooooooooo kitne awesome ha yarrrrrrrrrr,0,0,0,0,0,0,0
1704,Deepak kalal soch raha hai ,0,0,0,0,0,0,0
1705,Is ladki ki shakal mere class ki ek ladki se milti jai jiska name hai neelakshi🤔,0,1,0,0,0,0,1
1706,abe bc jab apni partners ke sath hi karne ko milega toh jail jayenge hi kyuu.........!!,0,0,0,0,0,0,0
1707,Amritpal ki to mouj hogyi ,1,0,0,0,0,0,1
1708,Thoda khaa pile behen,1,0,0,0,0,0,1
1709,"Fir jail ka mtlb hi kya reh gaya, saala jail me chut bhi mill rahi h or free khana bhi orr chahiye hi kya mard ko bd chut or khana milta raha bhot h",0,1,0,0,0,0,1
1710,sex karenge wo bhi thumhe ,0,0,1,0,0,0,1
1711,Kya aapne kabhi s3x kiya hai,0,1,0,0,0,0,1
1712,Tum ky kra ga vo bta,0,0,1,0,0,0,1
1713,Sex karne ke liye paisa leke hotel chale jaoga jail q jaoga  or koi q jayega ,0,0,1,0,0,0,1
1714,Tere se badi harami nari aaj Tak ni dekhi re afsos hota hai tere maa baap ke liye,0,0,1,0,0,0,1
1715,Mai toh chla,0,0,0,0,0,0,0
1716,But uske liye  bndi honi jaruri h🥲,0,1,0,0,0,0,1
1717,Aisa majak mera dost bhi kar ta tha bohot<br>Bhagwan uska atma ko santi de ,0,0,0,0,0,0,0
1718,Vah Jindagi to Unki hai,0,0,1,0,0,0,1
1719,Yah sab ke liye didi aap kaun sa book padhte ho ,0,0,0,0,0,0,0
1720,Hat hi mera sathi ,0,0,1,0,0,0,1
1721,bhag chapri,0,0,0,1,0,0,1
1722,@JAI SHREE RAM gay sex ,0,1,0,0,0,0,1
1723,"Madam ji aao kabhi punjab,<br><br>Ye cheez bina shadi waLe boht pehLe se karte aa rahe h,<br><br>Or abhi bii karte h,<br><br>Infact maine khud us Ladki ke sath night spent ki, jisko apne friend ke Liye Le gya tha (was 3some actually)....<br><br>OnLy Money required !!",0,1,0,0,0,0,1
1724,Jail me police wale live porn dekhenge,0,0,0,0,0,0,0
1725,Ham to pahle Army mein jana chahenge sex to hota rahega FIR bad mein,0,0,1,0,0,0,1
1726,Oyo wale ka dhandha mar kha jayega,0,0,1,0,0,0,1
1727,aao bbe jail chale 🫶🤣,0,0,0,0,0,0,0
1728,Koi chut m hathiyar ghusa k lee ayegi toh ,0,0,1,0,0,0,1
1729,Jail Jawnga,0,0,1,0,0,0,1
1730,Inh dono ladkia ki skl dekh ke lgta h kitna figerning krti h...skl bese hi  ho gyi,0,1,0,0,0,0,1
1731,Vo to camera bhi laga sakte hai na ,0,0,0,0,0,0,0
1732,So Oyo has a new tie-up,0,1,0,0,0,0,1
1733,Bhenchod honeymoon point bana diya jail ko 🤣,0,0,1,0,0,0,1
1734,Jail Kam nahi pura Kam karrnge,0,0,0,0,0,0,0
1735,Kya single prisoners ko bhi milega?,0,0,1,0,0,0,1
1736,Agar hum sab jail Chale Gaye toh Hume sex education kaise milegi ..,0,0,1,0,0,0,1
1737,Achha idea diya s*x in the jail ,0,0,1,1,0,0,2
1738,Chal chal Gaadi nikal,0,0,0,0,0,0,0
1739,Baby room mil rhi.....<br>Who cares kill someone go to jail ,0,0,1,1,0,0,2
1740,Agle saal se jinko OYO nhi milega woh log jail jayenge to get private space ,0,0,1,0,0,0,1
1741,Pata nhi mujhe inke video dekhne mein q maaza aa raha hai,0,0,1,1,0,0,2
1742,Ab jail jana pdega yha to bhala nhi ho rha kahi waha ho jaaye,0,0,1,0,0,0,1
1743,"Khana, Pina ,Sex....... sab milega ",0,0,0,1,0,0,1
1744,Girlfriend ho to tumhari jaisi khubsurat knowledgeable ,0,0,0,1,0,0,1
1745,Yrr...aap itni cute 🤍  Jo Jo..mein video mein Kuch sunta hi nahi...bs aapko dekhta rehta hoon...<br>Well  I am 21 year old...if u r single we&#39;ll take chance,0,0,0,0,1,0,1
1746,Jail Jana nhi or sex milta nhi,0,0,0,1,0,0,1
1747,Kitni cute ladki hain yaar ,0,0,0,0,0,0,0
1748,Kya bolte aap fir,0,0,0,0,1,0,1
1749,AB MAI JORU KAHA SE LAAU,0,0,0,1,0,0,1
1750,Aa chal chal chal gari nekal gari nekal ,0,1,0,0,0,0,1
1751,tumhra sath jauga,0,0,0,0,0,0,0
1752,Jail me chalo🥳🥳,0,1,0,0,0,0,1
1753,Sabse Pehele teri maarenge ,0,0,1,0,0,0,1
1754,Apka bf Kitna lucky hoga ,0,0,1,0,0,0,1
1755,Ap dedo bas yehi lgta ka goal hai,0,1,1,0,0,0,2
1756,Hn. Chal malum  h apne baap ko mt sikha,0,0,1,0,0,0,1
1757,Maam pussy ke bare me bhi btao  har video me dick dick kahe ki sexsiksha,0,0,1,0,0,0,1
1758,Pahle sex karenge,0,0,1,0,0,0,1
1759,Wife hi kyu gf k saath koi gunjaaish?,0,0,0,0,0,0,0
1760,Is ladki ko koi acha sarkari ladka to milega nhi ab,1,0,0,0,0,0,1
1761,Aap ke anusar Ab jail ko kothe me badaldiye jayenge,0,0,1,0,0,0,1
1762,Apko bhut pta ha ,1,0,0,0,0,0,1
1763,Wah!!! Jub jub jeeyo,0,0,0,0,0,0,0
1764,tu mil ja bass 1 bar,1,0,0,0,0,0,1
1765,Jail ke bad koi aana to chahiye ,0,0,1,0,0,0,1
1766,Jail jaunga bcz main daaku ek number da....,0,1,0,0,0,0,1
1767,Sex krne wale time ko quality time spend kyn bolte hain... Ye word England se aya ya US se..  mtlb kuch bhi yaar.,0,1,0,0,0,0,1
1768,Search to ni krte bt idea dedia,0,0,0,0,0,0,0
1769,Mein toh pehle sex karunga fir ye mujhe jail pahunchayegi,0,1,0,0,0,0,1
1770,Kyaa matlab leni nhi deni padegi ,0,1,1,0,0,0,2
1771,Sbki biwiyo ko pehle police vale hi kutiya banaakr chappal maarenge ,0,0,1,1,0,0,2
1772,Aap bahut cute lgti ho,0,1,0,0,0,0,1
1773,Apse pyar ho gaya h shiksha,1,1,0,0,0,0,2
1774,Once a RANDI always a RANDI ,0,1,1,0,0,0,2
1775,Mai jail me hi hu,0,0,0,0,0,0,0
